Name,Address,Phone,Website,Rating,Email
"Ahron Raziel, DDS PC & Associates","2270 Kimball St, Brooklyn, NY 11234, USA",(718) 338-4800,,3.5,
Weller Robert Dds,"1943 Rockaway Pkwy, Brooklyn, NY 11236, USA",(718) 251-1166,,,
Kaufman Morton DDS,"1655 Flatbush Ave, Brooklyn, NY 11210, USA",(718) 252-3090,,,
Michael Slomnicki DMD,"2525 Nostrand Avenue Suite #1C, 2525 Nostrand Ave # 1C, Brooklyn, NY 11210, USA",(718) 339-3435,,4.4,
"Dr. Judy Zyskind, DDS","3411 Avenue L, Brooklyn, NY 11210, USA",(718) 338-8600,http://dentique.com/,5,judyzyskind@yahoo.com
"Sconzo and Sciascia General, Cosmetic, and Family Dentistry","1666 Marine Pkwy, Brooklyn, NY 11234, USA",(718) 339-0252,http://drjsconzo.com/,5,Sciasciadental@gmail.com
Nostrand Dental,"1474 E 31st St Ste 1-2, Brooklyn, NY 11234, USA",(718) 513-9685,https://nybrooklyndental.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,4.6,
Flatbush Family Dentist - Dr. Nikolay Dayanayev,"2017 Flatbush Ave, Brooklyn, NY 11234, USA",(718) 377-3334,,4.8,
Spector Joel DDS,"2224 Kimball St, Brooklyn, NY 11234, USA",(718) 252-2846,,,
Marine Park Dental: Shnayderman Anna DDS,"2865 Nostrand Ave, Brooklyn, NY 11229, USA",(718) 878-4478,https://www.marineparkdentist.com/,4.1,
Kings Plaza Dental Footcare,"Kings Plaza Shopping Center, 5100 Kings Plz, Brooklyn, NY 11234, USA",(718) 258-0011,,1,
Dr. Ronald Schwartz,"2348 Ralph Ave, Brooklyn, NY 11234, USA",(718) 531-0300,,5,
Ralph Avenue Dental Care,"2348 Ralph Ave, Brooklyn, NY 11234, USA",(718) 531-0300,http://www.ralphavenuedental.com/,4.8,
Mill Basin Dental Office,"2135 Mill Ave, Brooklyn, NY 11234, USA",(718) 531-7700,https://millbasindental.com/,4.9,millbasindentist@gmail.com
Daniel D. Gober DDS,"2272 Hendrickson St, Brooklyn, NY 11234, USA",(718) 253-3333,http://www.marineparkperio.com/,5,
Amazing Smiles Orthodontics,"2078 E 65th St, Brooklyn, NY 11234, USA",(718) 763-2080,https://www.amazingsmilesorthodontist.com/,4.9,email@domain.com
Mordehai Ahdut DDS,"4205 Avenue P, Brooklyn, NY 11234, USA",(718) 338-5700,http://www.dentistrybrooklyn.com/,3.4,mahdut@aol.com
Georgetown Dental Spa,"2167A Ralph Ave, Brooklyn, NY 11234, USA",(718) 676-7700,,1.6,
Doktorman Edward DDS,"101 Gaylord Dr S, Brooklyn, NY 11234, USA",(718) 336-6555,,5,
"Angelica Iancu, DDS","1804 Flatbush Ave, Brooklyn, NY 11210, USA",(718) 253-2000,http://www.horizondentalarts.com/,3.7,info@horizondentalarts.com
Horizon Dental Arts PC,"1804 Flatbush Ave, Brooklyn, NY 11210, USA",(718) 253-2000,https://www.horizondentalarts.com/,4.1,
Gindea Joshua DDS,"1569 Ralph Ave, Brooklyn, NY 11236, USA",,http://glenwooddentalassociates.com/,,
Dental Office,"8306 Flatlands Ave, Brooklyn, NY 11236, USA",(718) 769-6622,,3.2,
Glenwood Dental Associates,"1569 Ralph Ave, Brooklyn, NY 11236, USA",(718) 251-7167,http://glenwooddentalassociates.com/,3,
"Dr. Nataliya Safonova, DDS","2211 Ocean Ave 1st floor, Brooklyn, NY 11229, USA",(718) 376-1090,,4.7,
Locke & Locke,"6410 Veterans Ave, Brooklyn, NY 11234, USA",(718) 531-4900,,4.9,
Saint Paul L J DDS,"1569 Ralph Ave, Brooklyn, NY 11236, USA",(718) 251-7167,http://glenwooddentalassociates.com/,,
"Daniel Bernstein, D.D.S.","1997 Ocean Ave, Brooklyn, NY 11230, USA",(718) 339-6000,http://moderndentistry.com/,5,moderndentistry1997@gmail.com
Family Smile Dental,"1985 Ocean Ave Suite 1-D, Brooklyn, NY 11230, USA",(718) 376-4200,https://www.familysmiledentist.com/,4.8,familysmiledental@gmail.com
Lewis Bernard DDS,"944 E 28th St, Brooklyn, NY 11210, USA",(718) 338-2515,,,
"Abraham Esses, DDS","2245 Ocean Ave #1F, Brooklyn, NY 11229, USA",(718) 376-5557,,4.3,
Friends Family Dental & Braces,"2120 Ocean Ave, Brooklyn, NY 11229, USA",(718) 804-5230,https://www.brooklynfriendsdental.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,4.3,
Brooklyn Oral Surgeon,"2026 Ocean Ave, Brooklyn, NY 11230, USA",(718) 673-9078,http://oralsurgeon-brooklyn.com/contact.html,,
Family Cosmetic & Implant Dentistry of Brooklyn,"2148 Ocean Ave #401, Brooklyn, NY 11229, USA",(718) 339-8852,https://www.dentistinbrooklyn.com/,4.9,info@dentistinbrooklyn.com
Dr. Chaim Klein DDS,"2270 Ocean Ave #1, Brooklyn, NY 11229, USA",(718) 946-0500,http://www.edpdental.com/,,schoi@awg.co
"Mark M. Vogel, D.D.S.","3502 Kings Hwy # A9, Brooklyn, NY 11234, USA",(718) 253-6000,,,
"Dr. Natasha Geen, DDS","1483 E 18th St, Brooklyn, NY 11230, USA",(212) 375-1740,,,
Blue Star Dental,"2110 Rockaway Pkwy, Brooklyn, NY 11236, USA",(718) 209-8500,,4.8,
Gary S Rafal & Associates,"9915 Seaview Ave # 1, Brooklyn, NY 11236, USA",(718) 763-7799,,4.2,
Blue Star Dental: Santana Ricardo DDS,"2110 Rockaway Pkwy, Brooklyn, NY 11236, USA",(718) 209-8500,,,
Serenity Laser Dental,"9401 Seaview Ave, Brooklyn, NY 11236, USA",(718) 251-5858,http://www.serenitylaserdentalpc.com/,4.2,
Kurinets Vladimir DDS,"9626 Avenue N, Brooklyn, NY 11236, USA",(718) 251-4444,http://www.canarsiedentalbrooklyn.com/,5,
"Evan Homburger, D.D.S.","9915 Seaview Ave # 1, Brooklyn, NY 11236, USA",(718) 763-7799,http://www.drrafal.com/,4.7,info@newyorkfamilydentistry.com;hq@newyorkfamilydentistry.com
"Dr. Collin V. Reid, DDS","2110 Rockaway Pkwy, Brooklyn, NY 11236, USA",(718) 209-8500,,,
Blank Abraham DDS,"2409 E 70th St, Brooklyn, NY 11234, USA",(718) 209-1515,,,
Arnold Fein DDS,"10831 Avenue N, Brooklyn, NY 11236, USA",(718) 763-6399,,,
"Cohen Howard, DDS","1642 Remsen Ave, Brooklyn, NY 11236, USA",(718) 251-2800,,5,
The Joseph P. Addabbo Family Health Center,"120 Richards St, Brooklyn, NY 11231, USA",(718) 945-7150,http://www.addabbo.org/,3.7,
Family Smiles Dental,"502 39th St #2f, Brooklyn, NY 11232, USA",(718) 435-3726,https://familysmilesny.com/,5,
Fourth Avenue Dental,"5404 4th Ave, Brooklyn, NY 11220, USA",(718) 439-2876,,1.4,
"Dr. Anna G. D'emilio, DDS","150 55th St, Brooklyn, NY 11220, USA",(718) 630-7184,,5,
Larsen Ryan K DDS,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-7000,http://www.lutheranmedicalcenter.com/,,
Siegel Dara a DDS,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-7000,http://www.lutheranmedicalcenter.com/,4,
Su Peiti DDS,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-7000,http://www.lutheranmedicalcenter.com/,,
Ly Quen C DDS,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-7000,http://www.lutheranmedicalcenter.com/,,
An Gregory K DDS,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-7000,http://www.lutheranmedicalcenter.com/,,
"Dr. Rajesh Adhia, DMD","150 55th St, Brooklyn, NY 11220, USA",(718) 630-8088,,,
"Dr. Masha Nyamupfukudza, DDS","475 61st St, Brooklyn, NY 11220, USA",(718) 628-8377,,5,
Dental Matters PC,"475 61st St, Brooklyn, NY 11220, USA",(718) 628-8377,,,
Neal Demby,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-6875,,,
Lutheran Medical Center: Kim Hanna S DDS,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-7000,,,
Dental Specialists of NY - Sunset Park,"476 48th St FL 4 Suite 1, Brooklyn, NY 11220, USA",(212) 661-2192,https://www.dentalspecialistsofny.com/,4.7,info@dentalspecialistsofny.com
Dental Specialists of NY - Sunset Park,"476 48th St FL 4 Suite 1, Brooklyn, NY 11220, USA",(212) 661-2192,https://www.dentalspecialistsofny.com/,4.7,info@dentalspecialistsofny.com
Dental Specialists of NY - Sunset Park,"476 48th St FL 4 Suite 1, Brooklyn, NY 11220, USA",(212) 661-2192,https://www.dentalspecialistsofny.com/,4.7,info@dentalspecialistsofny.com
"Dr. Adolfo L. Rodriguez De La Nuez, DMD","35 51st St #1h, Brooklyn, NY 11232, USA",(718) 779-3949,,,
Rosemond Dental,"5726 1st Ave #2, Brooklyn, NY 11220, USA",(718) 833-5167,,,
Dr. Kennie Kwok,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-8088,,,
Lauro Federico Medrano-Saldana,"150 55th St, Brooklyn, NY 112202508, USA",(404) 870-2802,,,
Aia Shalan,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-7000,,,
Ziyad Effendi,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-8419,,,
Elisabeth Yenidjeian,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-6875,,,
Siyan Lin,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-6875,,,
Dr. Ewa Tracz,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-6875,,,
Tiffany Wang DDS,"150 55th St, Brooklyn, NY 11220, USA",(347) 939-2607,,5,
Dr. Betty Greenspan,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-6875,,,
Dr. Omar Suarez,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-6875,,,
Payam Kajeh,"150 55th St, Brooklyn, NY 112202508, USA",(718) 630-7000,,,
Anna Demilio,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-6875,,,
Desiree Laracuente,"150 55th St, Brooklyn, NY 11220, USA",(718) 630-7000,,,
Jaimin Sin,"150 55th St, Brooklyn, NY 11220, USA",(646) 801-0039,,,
"Southwest Brooklyn Dental Practice, PLLC","215-219 54th St, Brooklyn, NY 11220, USA",(347) 377-5100,https://nyulangone.org/locations/southwest-brooklyn-dental-practice,4.4,braces@nyulangone.org
Luz Maria Barrera Alviar,"219 54th St, Brooklyn, NY 11220, USA",(347) 377-5100,,4,
"Dr. Rashed S. Rashed, DDS","475 61st St, Brooklyn, NY 11220, USA",(718) 439-1562,,3,
Liguori Laurence F DDS,"5016 3rd Ave, Brooklyn, NY 11220, USA",,,,
Desai Ankita DDS,"5800 3rd Ave, Brooklyn, NY 11220, USA",(718) 630-7000,http://www.lutheranmedicalcenter.com/,,
"Bay Ridge Dental: David Gutwirth, DDS","48 70th St, Brooklyn, NY 11209, USA",(718) 491-3676,https://bayridgedental.com/,5,davidgutwirthdds@gmail.com
Brightens Teeth Whitening,"209 67th St, Brooklyn, NY 11220, USA",(347) 217-0007,http://brightensteethwhitening.square.site/,5,j.backseat.business@gmail.com
Brian Immediate Dental New York,"4706 4th Ave #5, Brooklyn, NY 11220, USA",(682) 476-9139,http://gentledentalohio.com/,,
"Pure Dentistry Care, P.C. - Dr. Pura M Rivas Villanueva, DDS","641 53rd St, Brooklyn, NY 11220, USA",(718) 972-1110,,4.2,
"Dr. Genevieve Uzoaru, DDS","6317 4th Ave, Brooklyn, NY 11220, USA",(718) 492-8233,http://www.lutheranmedicalcenter.com/,,
"Dr. Rincon Dental Care, PLLC; Ruddy Rincon, DDS","474 54th St #1, Brooklyn, NY 11220, USA",(718) 439-6669,http://www.rincondentalcareny.com/,4.5,rincondentalcare@gmail.com
Falka Abaci,"7423 Narrows Ave, Brooklyn, NY 11209, USA",(718) 238-6067,,5,
Isabelle Dematteis,"476 48th St 4th Floor, Brooklyn, NY 11220, USA",(718) 362-8102,,5,
"Dr. Ingrid Barillas, DDS","476 48th St 4th Floor, Brooklyn, NY 11220, USA",(718) 439-2822,https://www.dentalspecialistsofny.com/,3.7,info@dentalspecialistsofny.com
"Dr. Ingrid Barillas, DDS","476 48th St 4th Floor, Brooklyn, NY 11220, USA",(718) 439-2822,https://www.dentalspecialistsofny.com/,3.7,info@dentalspecialistsofny.com
"Dr. Ingrid Barillas, DDS","476 48th St 4th Floor, Brooklyn, NY 11220, USA",(718) 439-2822,https://www.dentalspecialistsofny.com/,3.7,info@dentalspecialistsofny.com
Kid's Dental Care,"5806 5th Ave, Brooklyn, NY 11220, USA",,https://www.thekidsdentalcare.com/contact-us,4.6,
5413 Medical Dental,"5413 5th Ave, Brooklyn, NY 11220, USA",,,,
Diamond Braces Orthodontist: Braces & Invisalign,"5119 5th Ave, Brooklyn, NY 11220, USA",(201) 308-8181,,4.8,
K B Family Dental,"5413 5th Ave, Brooklyn, NY 11220, USA",(718) 439-9622,,1.7,
"Dr. Gilbert L. Zuckerman, DDS","6024 5th Ave, Brooklyn, NY 11220, USA",(718) 439-4721,,1,
New York Methodist Hospital: Parul Jain DDS,"506 6th St, Brooklyn, NY 11215, USA",(718) 780-3000,,2.3,
New York Methodist Hospital: Wright Heather L DDS,"506 6th St, Brooklyn, NY 11215, USA",(718) 780-3000,,,
Beyzman Andrew MD,"506 6th St, Brooklyn, NY 11215, USA",(718) 780-3000,,,
Kringstein Gilbert J DDS,"506 6th St, Brooklyn, NY 11215, USA",(718) 780-3000,,1,
"Dr. Michael Brienza, DDS","506 6th St, Brooklyn, NY 11215, USA",(718) 780-5410,,,
Huang Sandy DDS,"506 6th St, Brooklyn, NY 11215, USA",(718) 780-3000,,,
"Dr. Robert Seminara, DDS","506 6th St, Brooklyn, NY 11215, USA",(718) 780-5410,,,
Midtown Dental Group Park Slope,"300 8th Ave, Brooklyn, NY 11215, USA",(718) 499-5323,http://www.midtowndentalgroup.com/,4.9,inquiry@midtowndentalgroup.com
Midtown Dental Group Park Slope,"300 8th Ave, Brooklyn, NY 11215, USA",(718) 499-5323,http://www.midtowndentalgroup.com/,4.9,marinepark@midtowndentalgroup.com;jerseycity@midtowndentalgroup.com;inquiry@midtowndentalgroup.com;grandcentral@midtowndentalgroup.com;marcoisland@midtowndentalgroup.com;globe@2x.webp;john@doe.com;nutley@midtowndentalgroup.com;uppereastside@midtowndentalgroup.com;parkslope@midtowndentalgroup.com;fashiondistrict@midtowndentalgroup.com;info@midtowndentalgroup.com;cobblehill@midtowndentalgroup.com;nomad@midtowndentalgroup.com
Noble Dental Care,"472 5th Ave, Brooklyn, NY 11215, USA",(718) 965-1144,http://www.myparkslopedentist.com/,4.9,info@myparkslopedentist.com
"Frank J. Sapienza, DDS","398 5th Ave, Brooklyn, NY 11215, USA",(718) 965-6298,https://www.thedentalspany.com/about-dr-sapienza.html,5,drsapienza@thedentalspany.com
Pasha Dental,"626 5th Ave, Brooklyn, NY 11215, USA",(718) 499-6761,http://www.pashadental.com/,5,pashadental@gmail.com
Park Slope Dentistry Seventh Avenue,"357 7th Ave, Brooklyn, NY 11215, USA",(718) 550-1284,https://slopedental.com/,4.8,office@slopedental.com
The Dental Spa of New York,"398 5th Ave, Brooklyn, NY 11215, USA",(718) 965-6298,https://www.thedentalspany.com/,4.9,drsapienza@thedentalspany.com
"Dr. Andrew P. Warshaw, DMD","245 5th Ave, Brooklyn, NY 11215, USA",(718) 789-5700,http://parkslopefamilydentistry.com/,5,
Carroll Gardens Dental Associates: Dulay Catherine E DDS,"402 Court St, Brooklyn, NY 11231, USA",(718) 834-1446,https://www.carrollgardensdental.com/,3,info@carrollgardensdental.com
Health Science Center At Brooklyn,"450 Clarkson Ave # 30, Brooklyn, NY 11203, USA",(718) 270-1000,http://www.downstate.edu/,,
Parkside Dental,"325 Ocean Ave, Brooklyn, NY 11225, USA",(718) 462-7436,https://parksidedentalny.com/,4.4,
Diamond Braces Orthodontist: Braces & Invisalign,"2848 Church Ave #201b, Brooklyn, NY 11226, USA",(201) 308-8181,https://diamondbraces.com/locations/church-ave-brooklyn/?utm_source=GMB&utm_medium=Flatbush-2848-Church-Ave-Brooklyn-NY&utm_campaign=Profile,4.9,info@diamondbraces.com
"Dr. Leonard P. Morse, DDS","560 5th Ave, Brooklyn, NY 11215, USA",(718) 780-5410,,5,
"Carroll Gardens Dental Arts, PLLC","360 Court St STE 1, Brooklyn, NY 11231, USA",(718) 614-0241,http://www.cgdentalarts.com/,4.6,info@cgdentalarts.com
Vazquez-Morale David DDS,"451 Clarkson Ave, Brooklyn, NY 11203, USA",(718) 245-4914,,,
Ben Solomowitz DDS,"407 9th St Flr 1, Brooklyn, NY 11215, USA",(718) 788-1001,http://www.brooklynsedationdentist.com/?y_source=1_MTA4MzIyMDMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,3.6,drsolomowitz@aol.com
Gowanus Dental - Illya Alex Tarasenko DMD,"163 8th St, Brooklyn, NY 11215, USA",(718) 832-4900,http://gowanusdental.com/,4.8,info@gowanusdental.com
"Dr. Liliana S. Agudelo, DDS","528 3rd Ave, Brooklyn, NY 11215, USA",(718) 965-4549,,5,
Fruchter Daniel S DDS,"1312 38th St, Brooklyn, NY 11218, USA",(718) 435-5296,http://www.ezramedical.org/,,
"Dr. Mark D. Tenenbaum, DMD","4802 10th Ave, Brooklyn, NY 11219, USA",(718) 283-6000,http://www.maimonidesmed.org/,,MediaInquiries@maimonidesmed.org;complaint@jcaho.org;hospinfo@health.state.ny.us
"Dr. Mark D. Tenenbaum, DMD","4802 10th Ave, Brooklyn, NY 11219, USA",(718) 283-6000,http://www.maimonidesmed.org/,,MediaInquiries@maimonidesmed.org;complaint@jcaho.org;hospinfo@health.state.ny.us
"Dr. Vladislav Gerts, DDS","743 Washington Ave, Brooklyn, NY 11238, USA",(718) 638-6002,http://gertsdental.com/,4.7,gerts743@yahoo.com
"Dr. Vladislav Gerts, DDS","743 Washington Ave, Brooklyn, NY 11238, USA",(718) 638-6002,http://gertsdental.com/,4.7,gerts743@yahoo.com
"Dr. Enrique F. Guillen, DDS","759 4th Ave, Brooklyn, NY 11232, USA",(718) 832-1194,,3.8,
"Dr. Sasha Tehrani, DDS","586 President St, Brooklyn, NY 11215, USA",(718) 398-6300,,5,
dr tricia quartey dmd,"472 5th Ave, Brooklyn, NY 11215, USA",(718) 965-1144,http://myparkslopedentist.com/,4.6,info@myparkslopedentist.com
"Mauva S. Cole, DDS, PC","397 Rogers Ave, Brooklyn, NY 11225, USA",(718) 221-9585,http://www.coledds.com/,4,mauvascoledds@hotmail.com
Roman Raquel,"592 5th Ave, Brooklyn, NY 11215, USA",(718) 788-3290,,,
Dental Care P.C,"79 Prospect Park Southwest, Brooklyn, NY 11218, USA",(718) 768-4774,,,
Park Slope Dental Associates,"592 5th Ave, Brooklyn, NY 11215, USA",(718) 788-3290,,3,
"Dr. Michael W. Osborne, DDS","592 Rockaway Ave, Brooklyn, NY 11212, USA",(718) 345-5000,,4.5,
Brookdale Family Care Center - New Lots,"465 New Lots Ave, Brooklyn, NY 11207, USA",(718) 240-8950,http://www.brookdalehospital.org/brookdale-family-care-center-bristol-street.html,2.4,
Canarsie Family Dentistry,"9413 Flatlands Ave ste 102 w, Brooklyn, NY 11236, USA",(718) 257-0300,https://canarsiefamilydentistry.com/,4.3,info@canarsiefamilydentistry.com
Agoglia Kathleen L DDS,"1 Brookdale Plaza, Brooklyn, NY 11212, USA",(718) 240-5000,,,
"Dr. Richard A. Smith, DDS","592 Rockaway Ave, Brooklyn, NY 11212, USA",(718) 345-5000,http://bmsfhc.org/,1,
"Dr. Joseph L. Radix, DDS","592 Rockaway Ave, Brooklyn, NY 11212, USA",(718) 345-5000,http://bmsfhc.org/,3,
Tilden Famly Dental Sevices P.C.,"5624 Tilden Ave, Brooklyn, NY 11203, USA",(718) 451-5012,,3.4,
"Dr. Timothy Slavin, DMD","Brookdale University Hospital, 126C, Brookdale Plaza, Brooklyn, NY 11212, USA",(718) 240-6281,,2.4,
Jones Owen K DDS,"786 Lenox Rd, Brooklyn, NY 11203, USA",(718) 771-7028,,3,
BMS Health Center: Watson Markus A DDS,"592 Rockaway Ave, Brooklyn, NY 11212, USA",(718) 345-5000,https://www.bmsfamilyhealth.org/,3.7,
Kennedy Michelle K DDS,"1 Brookdale Plaza #204, Brooklyn, NY 11212, USA",(718) 240-5532,,3,
Dentist East Flatbush,"5221 Church Ave suite 15CR, Brooklyn, NY 11203, USA",(347) 560-5115,https://dentalofficebrooklyn.com/about/,5,
Mahmoudiani Shahriar MD,"5205 Church Ave # 7, Brooklyn, NY 11203, USA",(718) 485-4111,,,
ACE Dental Office P.C.,"608 E New York Ave, Brooklyn, NY 11203, USA",(718) 774-0144,,4.3,
"Dr. Efraim Fuzailov, DDS","608 E New York Ave, Brooklyn, NY 11203, USA",(718) 774-0144,,4.1,
Parris Noel DDS,"828 New York Ave, Brooklyn, NY 11203, USA",(718) 469-3737,,5,
Frankel Martin DDS,"596 Granville Payne Ave, Brooklyn, NY 11207, USA",(347) 737-9282,,3,
"Dr. Vsevolod Uchitelev, DDS","813 Nostrand Ave, Brooklyn, NY 11213, USA",(718) 778-3283,,4.8,
"Alexander Rock, DDS, MD","9516 Church Ave, Brooklyn, NY 11212, USA",(347) 948-9921,,4,
Benn Renrick DDS,"185 Kingston Ave, Brooklyn, NY 11213, USA",,,3.9,
Glen Medical Dental,"1702 Rockaway Pkwy, Brooklyn, NY 11236, USA",(718) 763-2800,http://glenmedicaldental.com/services,5,
Smith Robert DDS,"7919 Flatlands Ave, Brooklyn, NY 11236, USA",(718) 531-0300,https://www.ralphavenuedental.com/,4,
Utica Family Dentistry,"535 Utica Ave Store B, Brooklyn, NY 11213, USA",(718) 467-6800,http://www.uticafamilydentistry.com/,3.3,
"Dr. Guy E. Carnazza, DMD","9704 Flatlands Ave, Brooklyn, NY 11236, USA",(718) 649-5678,,5,
Dr. Ehud Sasson,"1761 Rockaway Pkwy, Brooklyn, NY 11236, USA",(917) 859-3383,,4.5,
Tabar Bamshad P DDS,"1122 Eastern Pkwy, Brooklyn, NY 11213, USA",(718) 467-6800,,5,
BMS Family Health and Wellness Centers@Ashford,"650 Ashford St, Brooklyn, NY 11207, USA",(718) 345-5000,https://www.bmsfamilyhealth.org/,3.3,
The Brooklyn Dental Center,"789 Flatbush Ave, Brooklyn, NY 11226, USA",(718) 693-5455,https://www.thebrooklyndentalcenter.com/,4.3,brooklyndental789@gmail.com
Johnson Clayton DDS,"910 Park Pl, Brooklyn, NY 11216, USA",(718) 773-0826,,5,
St. Marks Painless Dental,"813 Nostrand Ave, Brooklyn, NY 11225, USA",(718) 778-3283,http://www.stmarkspainlessdental.com/,4.8,
"Dr. Joseph J. Lev, DDS","4401 Avenue D, Brooklyn, NY 11203, USA",(718) 451-1888,,,
"Dr. Koorosh Shamtoub, DDS","9413 Flatlands Ave #102w, Brooklyn, NY 11236, USA",(718) 257-0300,http://www.canarsiefamilydentistry.com/,4.7,info@canarsiefamilydentistry.com
Interfaith Dental Center,"1536 Bedford Ave, Brooklyn, NY 11216, USA",(718) 613-7375,http://www.interfaithmedical.com/,2.3,
Fulton Dental PC: Boisette Pascal DDS,"1371 Rockaway Pkwy, Brooklyn, NY 11236, USA",(718) 257-1717,,2,
Dr. Daren A. King Specialist in Orthodontics at Growing Smiles Docs,"1302 Carroll St, Brooklyn, NY 11213, USA",(718) 363-8701,http://www.growingsmilesdocs.com/,5,contact.us@growingsmilesdocs.com
George Mathew K DDS,"327 Granville Payne Ave, Brooklyn, NY 11207, USA",(718) 342-0009,,3.7,
"Dr. Merik Niyazov, DDS","1809 Nostrand Ave # 1, Brooklyn, NY 11226, USA",(718) 282-7400,,4.5,
"Dr. Bethany P. Harris, DDS","150 E 55th St, Brooklyn, NY 11203, USA",,,,
"Dr. Alan S. Broner, DDS","773 Montgomery St, Brooklyn, NY 11213, USA",(718) 756-2626,,3,
Dr. Curtis Davis,"5624 Tilden Ave, Brooklyn, NY 11203, USA",(718) 451-5012,,3.5,
Rockaway Dental PC,"1371 Rockaway Pkwy, Brooklyn, NY 11236, USA",(718) 257-1717,http://www.rockawaydentalpc.com/,4.7,rockawaydentalpc@gmail.com
Glenwood Dental Care,"1569 Ralph Ave, Brooklyn, NY 11236, USA",(718) 251-7167,https://www.glenwooddentalassociates.com/,4.2,
Dental Crowns,"100-02 Rockaway Blvd 2nd Floor, Jamaica, NY 11417, USA",(718) 306-6599,http://dentalcrowns.net/?,5,
Goldstein Orthodontics PC,"159-05 92nd St, Howard Beach, NY 11414, USA",(718) 848-6944,https://www.goldsteinsmiles.com/,4.6,
"Dr. Myriam P. Lamus, DDS","132-33 81st St, Ozone Park, NY 11417, USA",(718) 898-7003,,4.3,
"Glenn David Goodbinder, DDS","1390 Granville Payne Ave, Brooklyn, NY 11239, USA",(718) 642-7097,https://www.concerneddentalcare.com/,1,
Steven S. Turner DDSPC,"160-04 88th St, Howard Beach, NY 11414, USA",(718) 835-0800,,4.5,
Robert Grillo D.M.D. Michael Serbin D.M.D. Lindenwood Family Dentistry,"151-15 84th St, Howard Beach, NY 11414, USA",(718) 641-7117,http://lindenwoodfamilydentistry.com/,4.7,amkryukov@gmail.com;GRILLOFAMILYDENTISTRY@GMAIL.COM;jonpinhorn.typedesign@gmail.com
"Dr. Gina M. Cucchiara, DDS","160-04 92nd St, Howard Beach, NY 11414, USA",(718) 848-6177,http://www.drcucchiara.com/,4.7,Dr.Cucchiara@gmail.com
ProHEALTH Dental,"163-45 Cross Bay Blvd, Howard Beach, NY 11414, USA",(718) 524-3599,https://www.phdental.com/locations/prohealth-dental/howard-beach-ny/?utm_source=GMB&utm_medium=organic&utm_campaign=howardbeach,4.7,
