Name,Category,Phone,Email,Website,Address,general_info,Source,
Western Drug Medical Supply Distribution Warehouse,"Warehouses-Merchandise, Public & Commercial Warehouses",(818) 812-9152,,https://www.westerndrug.com/locations,"12473 Gladstone Ave,  Sylmar, CA 91342",,yellowpage,
Premier Investment Solutions Inc,"Storage Household & Commercial, Public & Commercial Warehouses, Warehouses-Merchandise",(323) 563-9905,,,"7131 Telegraph Rd,  Montebello, CA 90640",,yellowpage,
Four Fathers Farms Lurline,"Public & Commercial Warehouses, Warehouses-Merchandise",(559) 224-9900,,,"9815 Lurline Ave,  Chatsworth, CA 91311",,yellowpage,
John L Hughes,"Public & Commercial Warehouses, Warehouses-Merchandise",(707) 532-2600,,,"9920 S Central Ave,  Los Angeles, CA 90002",,yellowpage,
"Derrel's Mini Storage, Inc","Self Storage, Cold Storage Warehouses, Public & Commercial Warehouses",(951) 420-6130,contactus@derrels.com,https://www.derrels.com/,"3239 W Ashlan Ave,  Fresno, CA 93722","The Ridenours, Derrel J. and Derrel A. had a family-run stair and ornamental iron business in Fresno, Calif. In the early 1960's the business was asked to relocate to make way for a new freeway leaving its property at the northeast corner of Herndon and Villa vacant. To keep the property active, the two created Derrel s Mini Storage and decided to build fences and rent the space as contractor yards and storage for recreational vehicles. In 1963, using their knowledge of the ornamental iron business, they designed and built their first enclosed storage units constructed of wrought iron and sheet metal. Derrel's Mini Storage has more than 50 locations in central California including Bakersfield, Fresno, Clovis, Tulare, Visalia, Stockton, Modesto, Merced, San Luis Obispo and Sacramento, Calif.",yellowpage,
AAA Boat & Mini Storage,"Self Storage, Boat Storage, Boat Yards",(650) 398-3778,tantirentals@yahoo.com,https://www.aaaboatandministorage.com/109-soda-bay-rd-lakeport-ca-95453,"109 Soda Bay Rd,  Lakeport, CA 95453","AAA Boat & Mini Storage in Lakeport, CA, offers secure, affordable self-storage solutions for boats, RVs, vehicles, and personal belongings. Our facility provides spacious outdoor parking, enclosed RV and vehicle storage, and easy drive-up storage units designed for maximum convenience. With electronic gated access, 24-hour video surveillance, and well-lit grounds, we ensure top-tier security for your stored items. Conveniently located near Clear Lake, Kelseyville, Upper Lake, and Nice, CA, we cater to both residential and business storage needs, offering month-to-month rentals, flexible unit sizes, and hassle-free online account management.",yellowpage,
US Storage Centers,"Self Storage, Automobile Storage, Boat Storage",(657) 276-7515,,https://www.usstoragecenters.com/storage-units/ca/hemet/1180-n-state-st,"1180 N State St,  Hemet, CA 92543","CubeSmart Self Storage of Hemet, CA offers affordable self storage with premium amenities. Our 1180 N State St location has many storage units. We also offer a variety of moving supplies like tape, boxes, and bubble wrap. With over 1,000 stores nationwide, CubeSmart Self Storage is one of the most trusted names in self storage. Reserve your storage space online or drop by today",yellowpage,
ReadySpaces,"Self Storage, Cold Storage Warehouses, Public & Commercial Warehouses",(510) 954-3004,,https://readyspaces.com/location/san-francisco/south-san-francisco-harris,"233 E Harris Ave,  South San Francisco, CA 94080","Simple, Fast, and Flexible Warehouse & Workspace for your Small Business.",yellowpage,
ReadySpaces,"Self Storage, Cold Storage Warehouses, Public & Commercial Warehouses",(510) 756-1482,,https://readyspaces.com/location/orange-county/santa-ana,"3731 W Warner Ave,  Santa Ana, CA 92704","Simple, Fast, and Flexible Warehouse & Workspace for your Small Business.",yellowpage,
United Cold Storage,"Self Storage, Cold Storage Warehouses, Public & Commercial Warehouses",(559) 688-7106,,http://www.ucs-oak.com/,"860 81st Ave,  Oakland, CA 94621",storing everything from Seafood & Poultry to Fine French Pastries we have the systems in place to accommodate all of your storage and fulfillment needs.,yellowpage,
ReadySpaces,"Self Storage, Cold Storage Warehouses, Public & Commercial Warehouses",(805) 973-0001,,https://readyspaces.com/location/san-francisco/richmond,"4909 Central Ave,  Richmond, CA 94804","Small warehouse space for rent in Richmond, CA",yellowpage,
Tulare Mini Storage,"Self Storage, Cold Storage Warehouses, Moving Services-Labor & Materials",(704) 318-2790,,http://www.tulareministorage.com/,"201 N N St,  Tulare, CA 93274",,yellowpage,
iStorage Santa Maria,"Storage Household & Commercial, Automobile Storage, Business Documents & Records-Storage & Management",(661) 245-2509,allsafeministoragesm@verizon.net,http://istorage.com/,"1920 Preisker Ln,  Santa Maria, CA 93454","iStorage Santa Maria is the leading self storage facility in Santa Maria, CA. Our managers are friendly and will help you pick the right unit for your needs. We maintain secure facility with 24/7 security monitoring and security cameras covering the fenced in property. We offer storage units that are the size of a closet, up to a full apartment and even large commercial spaces. We also offer boat, RV and car parking for long term storage.",yellowpage,
Crate & Barrel Warehouse,"Public & Commercial Warehouses, Warehouses-Merchandise",(619) 768-8580,customer_service@crateandbarrel.com,https://www.crateandbarrel.com/stores/san-diego-warehouse/str153,"2765 Progress St Ste A,  Vista, CA 92081","Visit the San Diego, CA Crate & Barrel warehouse for the convenient pickup of larger furniture orders. Please note that this is not a retail location. There is no shopping at our California furniture warehouses and you must have your pick-up date and time booked in advance. To shop our selection of furniture, housewares and decor, please visit the San Diego Crate & Barrel store that's located in Westfield UTC.",yellowpage,
Judy's Mini Storage,"Self Storage, Public & Commercial Warehouses, Storage Household & Commercial",(760) 443-6980,,,"3100 Mount Pinos Way,  Frazier Park, CA 93225",self served mini storage,yellowpage,
ReadySpaces,"Self Storage, Cold Storage Warehouses, Public & Commercial Warehouses",(916) 786-8600,,https://readyspaces.com/location/san-diego/chula-vista,"505 Main St,  Chula Vista, CA 91911","Simple, Fast, and Flexible Small Warehouse Space for Rent.",yellowpage,
Innovative 3PL,"Cold Storage Warehouses, Public & Commercial Warehouses, Shipping Services",(951) 940-9990,info@innovative3pl.com,https://www.innovative3pl.com/,"2460 Coral St,  Vista, CA 92081","Innovative3PL is the best 3PL service for warehousing, picking & packing, and inventory management in San Diego county. New customers save 30% on their first months warehousing fees. Visit us today!",yellowpage,
U Store America Of Roseville,"Storage Household & Commercial, Automobile Storage, Boat Storage",(415) 647-1111,roseville@storagedirect.com,https://www.sparefoot.com/,"998 Washington Blvd,  Roseville, CA 95678",,yellowpage,
Sos Storage Centers,"Storage Household & Commercial, Boat Storage, Cold Storage Warehouses",(213) 628-3696,gina@sos-selfstorage.com,http://www.sos-selfstorage.com/rvboat.html,"31555 Canyon Estates Dr,  Lake Elsinore, CA 92532",,yellowpage,
Army Street Mini Storage,"Cold Storage Warehouses, Public & Commercial Warehouses",(310) 752-9995,,http://armystreetstorage.com/,"1340 25th St,  San Francisco, CA 94107",,yellowpage,
Challenger Logistic Services,"Movers & Full Service Storage, Cold Storage Warehouses, Public & Commercial Warehouses",(530) 749-3224,Dispatch@shipcti.com,https://shipcti.com/,"5743 Smithway St Ste 306,  Commerce, CA 90040","Challenger Trucking specializes in providing temperature-controlled transportation solutions, covering both full truckload and less-than-truckload (LTL) services. Our expertise lies in timely deliveries to food distribution centers and leading food retail chains, recognizing the crucial need for your products to arrive not just on schedule, but in pristine, freshly manufactured condition. Our dedicated dispatch team meticulously collaborates with our drivers, guaranteeing that each delivery is completed punctually and in the exact sequence it was dispatched. Upon successful delivery, we promptly update our tracking system, offering you complete transparency of the delivery status, alongside the signed proof of delivery, ensuring you're always in the loop.",yellowpage,
California Fba Prep Center,"Self Storage, Cold Storage Warehouses, Public & Commercial Warehouses",(213) 536-5169,,http://californiafbaprep.com/,"19201 S Reyes Ave,  Compton, CA 90221",Best rates for FBA PREP services. Full-Service 3PL E-Commerce fulfillment in USA with discounted shipping rates. Free WMS with 24/7 Free Customer portal.,yellowpage,
Feather River Cold Storage,"Self Storage, Cold Storage Warehouses, Public & Commercial Warehouses",(909) 687-8809,,http://www.featherrivercold.com/,"3792 Feather River Blvd,  Olivehurst, CA 95961","Feather River Cold Storage: Your cold storage warehouse partner. Secure refrigerated storage for beverages, fresh produce, CPG, and more with a 126,000 sqft refrigerated warehouse & 35,000 sqft dry storage. Premier Solutions: Liquor warehouse & wine storage in temperature-controlled units. Beverage warehouse and beer warehouse ideal for liquor storage. Food product refrigerated storage with Rapid Cooling & Pre-Cooling preserves quality. Cross-docking & Repacking streamline your supply chain. Why Choose Us: State-of-the-art facilities, ample space for multi-truckload users & strategic locations. SCS Global Services Certified. Prime alcohol storage, liquor and wine warehouse. Contact us today for reliable cold storage Yuba City & Sacramento.",yellowpage,
Washington and Wall,"Public & Commercial Warehouses, Warehouses-Merchandise",(888) 266-9484,,,"501 E Washington Blvd,  Los Angeles, CA 90015",,yellowpage,
AI Delivery Inc,"Warehouses-Merchandise, Public & Commercial Warehouses",(650) 742-0612,,,"5300 E Jurupa Street,  Ontario, CA 91761",,yellowpage,
Affordable Reliable Moving and Storage,"Movers & Full Service Storage, Business Documents & Records-Storage & Management, Cold Storage Warehouses",(805) 928-4416,info@armovingco.com,https://armovingco.com/,"25954 Commercentre Dr,  Lake Forest, CA 92630","Moving is much easier with our team of movers Orange County relies on. We offer local moving, residential moving, commercial moving, packing services, storage services, delivery services, installation services, furniture movers, labor only services, safe movers, senior movers, piano movers, white glove movers, white glove delivery, and furniture delivery. Thanks to all these services, our company has become one of the best moving and storage companies Orange County offers. With our crew, you can expect a trouble-free and stress-free move that you will remember for a long time. No matter what type of relocation you are planning to make, our professionals will be there for you. Give us a call, and we will be there for you",yellowpage,
Arcos Self Storage,"Self Storage, Business Documents & Records-Storage & Management, Cold Storage Warehouses",(559) 732-5551,ssf@arcosstorage.com,http://www.lakeberryessarvstorage.com/,"777 Glenview Dr,  San Bruno, CA 94066","Arco's Storage - San Bruno is a family-owned and operated self storage facility that provides a variety of storage units to meet your needs. We are committed to providing our customers with the best possible experience. We are confident that we can meet your storage needs. If you are looking for a self storage facility in San Bruno, Arco's Storage is the perfect choice for you. Contact us today to learn more about our services and to reserve your unit.",yellowpage,
Donovan Road Self Storage,"Storage Household & Commercial, Automobile Storage, Cold Storage Warehouses",(805) 684-4585,donovanstorage@verizon.net,http://www.donovanroadselfstorage.com/,"1546 E Donovan Rd,  Santa Maria, CA 93454","Donovan Road Self Storage is a local, family owned indoor storage facility offering competitive rates to the Santa Maria, CA area.",yellowpage,
Derrel's Mini Storage,"Self Storage, Boxes-Corrugated & Fiber, Business Documents & Records-Storage & Management",(818) 206-1324,contactus@derrels.com,https://www.derrels.com/storage-units/california/visalia/derrels-mini-storage-inc-82571,"800 N Ben Maddox Way,  Visalia, CA 93292","Since 1963, Derrel's Mini Storage has provided self-storage from Sacramento to Bakersfield and even on the Central Coast. Founded by Derrel J. Ridenour and his son Derrel A. Ridenour, Derrel's Mini Storage provides the largest storage facilities in the nation. Today, there are over 60 locations and we continue to grow! We value our customers and take great pride in our reputation as the premier self-storage company in the communities we serve.",yellowpage,
Carpinteria Warehouses,"Public & Commercial Warehouses, Warehouses-Merchandise",(805) 927-4490,,,"546 Walnut Ave,  Carpinteria, CA 93013",,yellowpage,
Golden State Storage - Sepulveda,"Storage Household & Commercial, Cold Storage Warehouses, Movers & Full Service Storage",(650) 873-2726,,https://www.goldenstatestorage.com/self-storage/ca/north-hills/golden-state-storage-sepulveda,"8516 Sepulveda Blvd,  North Hills, CA 91343","Golden State Storage - Sepulveda offers two excellent self storage locations in North Hills with cheap rent rates, clean facilities, and professional managers ready to assist you with all your storage and storage supplies needs. In business for over 40 years, we have perfected storage quality to make Golden State Storage the only storage business you will ever need. At our Sepulveda Blvd location, state of the art, modern security features. Closed circuit television cameras provide constant video surveillance. The use of individualized and protected access codes allows access to only our valued customers and tenants. Our managers live onsite, providing an extra level of attention and security.",yellowpage,
